client_id	path	sentence	up_votes	down_votes	age	gender	accents	locale	segment
f0aba38a8ab8705a40d05d96829ded5738a7eec7a9a182394c2ed288fc1c64553abcb1e0c4c966ffab9e8b76c27616b9f0503f92c42fe11249af36c50d3de5ef	common_voice_hy-AM_26078953.mp3	Ժաբոն օձիքի տարատեսակ է։	2	0	thirties	female		hy-AM	
f0aba38a8ab8705a40d05d96829ded5738a7eec7a9a182394c2ed288fc1c64553abcb1e0c4c966ffab9e8b76c27616b9f0503f92c42fe11249af36c50d3de5ef	common_voice_hy-AM_26078954.mp3	Հետպատերազմյան շրջանում դարձել է պրոֆեսիոնալ լրագրող։	2	0	thirties	female		hy-AM	
f0aba38a8ab8705a40d05d96829ded5738a7eec7a9a182394c2ed288fc1c64553abcb1e0c4c966ffab9e8b76c27616b9f0503f92c42fe11249af36c50d3de5ef	common_voice_hy-AM_26078955.mp3	Ան նաեւ աջակցած է բժիշկներ առանց սահմաններու կազմակերպութեանը։	2	1	thirties	female		hy-AM	
f0aba38a8ab8705a40d05d96829ded5738a7eec7a9a182394c2ed288fc1c64553abcb1e0c4c966ffab9e8b76c27616b9f0503f92c42fe11249af36c50d3de5ef	common_voice_hy-AM_26078956.mp3	Մասնակիցները հնարավորություններ են փնտրում աշխատանքները շարունակելու համար։	2	0	thirties	female		hy-AM	
f0aba38a8ab8705a40d05d96829ded5738a7eec7a9a182394c2ed288fc1c64553abcb1e0c4c966ffab9e8b76c27616b9f0503f92c42fe11249af36c50d3de5ef	common_voice_hy-AM_26078957.mp3	Ժամանակ առ ժամանակ եղել է կենտրոնացված իշխանություն։	2	0	thirties	female		hy-AM	
f0aba38a8ab8705a40d05d96829ded5738a7eec7a9a182394c2ed288fc1c64553abcb1e0c4c966ffab9e8b76c27616b9f0503f92c42fe11249af36c50d3de5ef	common_voice_hy-AM_26079004.mp3	Այս թեմատիկայով ստեղծված առաջին հուշարձանն է աշխարհում։	2	1	thirties	female		hy-AM	
f0aba38a8ab8705a40d05d96829ded5738a7eec7a9a182394c2ed288fc1c64553abcb1e0c4c966ffab9e8b76c27616b9f0503f92c42fe11249af36c50d3de5ef	common_voice_hy-AM_26079005.mp3	Նրա պատանեկության մասին քիչ է հաղորդվում։	2	0	thirties	female		hy-AM	
f0aba38a8ab8705a40d05d96829ded5738a7eec7a9a182394c2ed288fc1c64553abcb1e0c4c966ffab9e8b76c27616b9f0503f92c42fe11249af36c50d3de5ef	common_voice_hy-AM_26079007.mp3	Մզկիթը գործածվում էր որպես պալատ, իսկ գմբեթը ծառայում էր եկեղեցուն։	2	0	thirties	female		hy-AM	
f0aba38a8ab8705a40d05d96829ded5738a7eec7a9a182394c2ed288fc1c64553abcb1e0c4c966ffab9e8b76c27616b9f0503f92c42fe11249af36c50d3de5ef	common_voice_hy-AM_26079008.mp3	Թանգարանը ունի բժշկական հին գործիքների լայնածավալ հավաքածու։	2	0	thirties	female		hy-AM	
f0aba38a8ab8705a40d05d96829ded5738a7eec7a9a182394c2ed288fc1c64553abcb1e0c4c966ffab9e8b76c27616b9f0503f92c42fe11249af36c50d3de5ef	common_voice_hy-AM_26079240.mp3	Ճապոնիայից դուրս այս տարբերությունը ավելի քիչ նշանակություն է ստացել։	2	0	thirties	female		hy-AM	
f0aba38a8ab8705a40d05d96829ded5738a7eec7a9a182394c2ed288fc1c64553abcb1e0c4c966ffab9e8b76c27616b9f0503f92c42fe11249af36c50d3de5ef	common_voice_hy-AM_26079241.mp3	Աննա կը տիրապետէր՝ էսթոներէնին, ռուսերէնին, ֆրանսերէնին, անգլերէնին եւ գերմաներէնին։	2	0	thirties	female		hy-AM	
f0aba38a8ab8705a40d05d96829ded5738a7eec7a9a182394c2ed288fc1c64553abcb1e0c4c966ffab9e8b76c27616b9f0503f92c42fe11249af36c50d3de5ef	common_voice_hy-AM_26079242.mp3	Ես նույնպես կարոտում եմ խմբի բոլոր անդամներին։	2	0	thirties	female		hy-AM	
f0aba38a8ab8705a40d05d96829ded5738a7eec7a9a182394c2ed288fc1c64553abcb1e0c4c966ffab9e8b76c27616b9f0503f92c42fe11249af36c50d3de5ef	common_voice_hy-AM_26079243.mp3	Քրիստոս կրնար հեշտութեամբ իր վրայ գրաւել մարդոց ուշադրութիւնը։	2	0	thirties	female		hy-AM	
f0aba38a8ab8705a40d05d96829ded5738a7eec7a9a182394c2ed288fc1c64553abcb1e0c4c966ffab9e8b76c27616b9f0503f92c42fe11249af36c50d3de5ef	common_voice_hy-AM_26079328.mp3	Շինությունն ունի երեք մուտք։	2	0	thirties	female		hy-AM	
f0aba38a8ab8705a40d05d96829ded5738a7eec7a9a182394c2ed288fc1c64553abcb1e0c4c966ffab9e8b76c27616b9f0503f92c42fe11249af36c50d3de5ef	common_voice_hy-AM_26079329.mp3	Երկրորդ շվատումը կատարվում է լրիվ ծաղկումից անմիջապես հետո։	2	0	thirties	female		hy-AM	
f0aba38a8ab8705a40d05d96829ded5738a7eec7a9a182394c2ed288fc1c64553abcb1e0c4c966ffab9e8b76c27616b9f0503f92c42fe11249af36c50d3de5ef	common_voice_hy-AM_26079330.mp3	Ճանապարհին նրանք բազմաթիվ արկածներ են ունենում։	2	0	thirties	female		hy-AM	
f0aba38a8ab8705a40d05d96829ded5738a7eec7a9a182394c2ed288fc1c64553abcb1e0c4c966ffab9e8b76c27616b9f0503f92c42fe11249af36c50d3de5ef	common_voice_hy-AM_26079331.mp3	Կիկվիտը առևտրական և վարչական կարևոր կենտրոն է։	2	0	thirties	female		hy-AM	
f0aba38a8ab8705a40d05d96829ded5738a7eec7a9a182394c2ed288fc1c64553abcb1e0c4c966ffab9e8b76c27616b9f0503f92c42fe11249af36c50d3de5ef	common_voice_hy-AM_26079332.mp3	Երկրորդ համաշխարհային պատերազմից հետո այստեղ զարգացել է տուրիզմը։	2	0	thirties	female		hy-AM	
f0aba38a8ab8705a40d05d96829ded5738a7eec7a9a182394c2ed288fc1c64553abcb1e0c4c966ffab9e8b76c27616b9f0503f92c42fe11249af36c50d3de5ef	common_voice_hy-AM_26079422.mp3	Լիզան պետք է ընտրի՝ ո՞ւմ հետ է պատրաստ կապել իր կյանքը։	2	0	thirties	female		hy-AM	
f0aba38a8ab8705a40d05d96829ded5738a7eec7a9a182394c2ed288fc1c64553abcb1e0c4c966ffab9e8b76c27616b9f0503f92c42fe11249af36c50d3de5ef	common_voice_hy-AM_26079423.mp3	Խիզախ դալմատին է։	2	0	thirties	female		hy-AM	
f0aba38a8ab8705a40d05d96829ded5738a7eec7a9a182394c2ed288fc1c64553abcb1e0c4c966ffab9e8b76c27616b9f0503f92c42fe11249af36c50d3de5ef	common_voice_hy-AM_26079424.mp3	Խաչգյուղի շրջակայքում պահպանվել են միջնադարյան եկեղեցի, խաչքարեր և գյուղատեղիներ։	2	0	thirties	female		hy-AM	
f0aba38a8ab8705a40d05d96829ded5738a7eec7a9a182394c2ed288fc1c64553abcb1e0c4c966ffab9e8b76c27616b9f0503f92c42fe11249af36c50d3de5ef	common_voice_hy-AM_26079426.mp3	Իսկ ավելի ուշ ստացել է բժշկական դոկտորի կոչում։	2	1	thirties	female		hy-AM	
f0aba38a8ab8705a40d05d96829ded5738a7eec7a9a182394c2ed288fc1c64553abcb1e0c4c966ffab9e8b76c27616b9f0503f92c42fe11249af36c50d3de5ef	common_voice_hy-AM_26099929.mp3	Չափազանց չորադիմացկուն է, լուսասեր, ոչ պահանջկոտ հողի նկատմամբ։	2	0	thirties	female		hy-AM	
f0aba38a8ab8705a40d05d96829ded5738a7eec7a9a182394c2ed288fc1c64553abcb1e0c4c966ffab9e8b76c27616b9f0503f92c42fe11249af36c50d3de5ef	common_voice_hy-AM_26099930.mp3	Եկեղեցին մեկ քահանա ուներ։	2	0	thirties	female		hy-AM	
f0aba38a8ab8705a40d05d96829ded5738a7eec7a9a182394c2ed288fc1c64553abcb1e0c4c966ffab9e8b76c27616b9f0503f92c42fe11249af36c50d3de5ef	common_voice_hy-AM_26099931.mp3	Նա եղել է խմբի ամենաերիտասարդ մասնակիցը։	2	0	thirties	female		hy-AM	
f0aba38a8ab8705a40d05d96829ded5738a7eec7a9a182394c2ed288fc1c64553abcb1e0c4c966ffab9e8b76c27616b9f0503f92c42fe11249af36c50d3de5ef	common_voice_hy-AM_26099932.mp3	Բուսական և կենդանական աշխարհը լավ է զարգացած։	2	0	thirties	female		hy-AM	
f0aba38a8ab8705a40d05d96829ded5738a7eec7a9a182394c2ed288fc1c64553abcb1e0c4c966ffab9e8b76c27616b9f0503f92c42fe11249af36c50d3de5ef	common_voice_hy-AM_26099934.mp3	Այն, ըստ էության, արտահայտում է հենց այդ կրոնափիլիսոփայության տարածման բնույթը։	2	1	thirties	female		hy-AM	
f0aba38a8ab8705a40d05d96829ded5738a7eec7a9a182394c2ed288fc1c64553abcb1e0c4c966ffab9e8b76c27616b9f0503f92c42fe11249af36c50d3de5ef	common_voice_hy-AM_26099986.mp3	Ոչ մի ուրիշ երկիր այդքան հաճախ չի ներկայացված եղել։	2	0	thirties	female		hy-AM	
f0aba38a8ab8705a40d05d96829ded5738a7eec7a9a182394c2ed288fc1c64553abcb1e0c4c966ffab9e8b76c27616b9f0503f92c42fe11249af36c50d3de5ef	common_voice_hy-AM_26099987.mp3	Ունի հաստ մաշկ, հսկա գլուխ։	2	0	thirties	female		hy-AM	
f0aba38a8ab8705a40d05d96829ded5738a7eec7a9a182394c2ed288fc1c64553abcb1e0c4c966ffab9e8b76c27616b9f0503f92c42fe11249af36c50d3de5ef	common_voice_hy-AM_26099989.mp3	Բյուզանդացիները աջակցեցին իշխանին, սակայն պարտություն կրեցին։	2	0	thirties	female		hy-AM	
f0aba38a8ab8705a40d05d96829ded5738a7eec7a9a182394c2ed288fc1c64553abcb1e0c4c966ffab9e8b76c27616b9f0503f92c42fe11249af36c50d3de5ef	common_voice_hy-AM_26099990.mp3	Զբաղվում էին հողագործությամբ, այգեգործությամբ և անասնապահությամբ։	2	1	thirties	female		hy-AM	
f0aba38a8ab8705a40d05d96829ded5738a7eec7a9a182394c2ed288fc1c64553abcb1e0c4c966ffab9e8b76c27616b9f0503f92c42fe11249af36c50d3de5ef	common_voice_hy-AM_26100021.mp3	Դրա արդյունքներով վճարումների գումարը կազմել Է մեկուկես միլիարդ դոլար։	2	0	thirties	female		hy-AM	
f0aba38a8ab8705a40d05d96829ded5738a7eec7a9a182394c2ed288fc1c64553abcb1e0c4c966ffab9e8b76c27616b9f0503f92c42fe11249af36c50d3de5ef	common_voice_hy-AM_26100022.mp3	Սպիտակավիզ արագիլը հանդիպում է զույգերով կամ փոքր խմբերով ջրային տարածքների մոտ։	2	0	thirties	female		hy-AM	
f0aba38a8ab8705a40d05d96829ded5738a7eec7a9a182394c2ed288fc1c64553abcb1e0c4c966ffab9e8b76c27616b9f0503f92c42fe11249af36c50d3de5ef	common_voice_hy-AM_26100023.mp3	Ստեղծագործել սկսել է վաղ տարիքից։	2	0	thirties	female		hy-AM	
f0aba38a8ab8705a40d05d96829ded5738a7eec7a9a182394c2ed288fc1c64553abcb1e0c4c966ffab9e8b76c27616b9f0503f92c42fe11249af36c50d3de5ef	common_voice_hy-AM_26100024.mp3	Լեռնաշղթաները սովորաբար անվանում են բլուրներ կամ լեռներ՝ կախված չափից։	2	1	thirties	female		hy-AM	
f0aba38a8ab8705a40d05d96829ded5738a7eec7a9a182394c2ed288fc1c64553abcb1e0c4c966ffab9e8b76c27616b9f0503f92c42fe11249af36c50d3de5ef	common_voice_hy-AM_26100025.mp3	Երգը բազում անգամներ հայտնվում է գրքերում և սերիաներում։	2	1	thirties	female		hy-AM	
f0aba38a8ab8705a40d05d96829ded5738a7eec7a9a182394c2ed288fc1c64553abcb1e0c4c966ffab9e8b76c27616b9f0503f92c42fe11249af36c50d3de5ef	common_voice_hy-AM_26100200.mp3	Քաղցրահամ է և սառնորակ ջուր ունի։	2	0	thirties	female		hy-AM	
f0aba38a8ab8705a40d05d96829ded5738a7eec7a9a182394c2ed288fc1c64553abcb1e0c4c966ffab9e8b76c27616b9f0503f92c42fe11249af36c50d3de5ef	common_voice_hy-AM_26100201.mp3	Սնվում է բույսի արմատներով։	2	1	thirties	female		hy-AM	
f0aba38a8ab8705a40d05d96829ded5738a7eec7a9a182394c2ed288fc1c64553abcb1e0c4c966ffab9e8b76c27616b9f0503f92c42fe11249af36c50d3de5ef	common_voice_hy-AM_26100204.mp3	Առաջին համաշխարհային պատերազմի ժամանակ խփել է թշնամու ինը օդանավ։	2	0	thirties	female		hy-AM	
f0aba38a8ab8705a40d05d96829ded5738a7eec7a9a182394c2ed288fc1c64553abcb1e0c4c966ffab9e8b76c27616b9f0503f92c42fe11249af36c50d3de5ef	common_voice_hy-AM_26185054.mp3	Սովորել է տեղի միջնակարգ դպրոցում։	2	0				hy-AM	
f0aba38a8ab8705a40d05d96829ded5738a7eec7a9a182394c2ed288fc1c64553abcb1e0c4c966ffab9e8b76c27616b9f0503f92c42fe11249af36c50d3de5ef	common_voice_hy-AM_26185055.mp3	Հազվադեպ է լինում, որ միայն մեկ աչքն է տուժում։	2	0				hy-AM	
f0aba38a8ab8705a40d05d96829ded5738a7eec7a9a182394c2ed288fc1c64553abcb1e0c4c966ffab9e8b76c27616b9f0503f92c42fe11249af36c50d3de5ef	common_voice_hy-AM_26185056.mp3	Պապիկը հանքային ինժեներ է, ինչպես նաև ռազմական օդաչու։	2	0				hy-AM	
f0aba38a8ab8705a40d05d96829ded5738a7eec7a9a182394c2ed288fc1c64553abcb1e0c4c966ffab9e8b76c27616b9f0503f92c42fe11249af36c50d3de5ef	common_voice_hy-AM_26185057.mp3	Այդ պատճառով համայնքը դժվարությամբ է կազմակերպում գյուղմթերքների արտադրությունը։	2	1				hy-AM	
f0aba38a8ab8705a40d05d96829ded5738a7eec7a9a182394c2ed288fc1c64553abcb1e0c4c966ffab9e8b76c27616b9f0503f92c42fe11249af36c50d3de5ef	common_voice_hy-AM_26185058.mp3	Տղայի ստացած առաջին կրթությունը եղել է պապիկի հսկայական գրադարանի գրքերի ընթերցումը։	2	0				hy-AM	
f0aba38a8ab8705a40d05d96829ded5738a7eec7a9a182394c2ed288fc1c64553abcb1e0c4c966ffab9e8b76c27616b9f0503f92c42fe11249af36c50d3de5ef	common_voice_hy-AM_26185100.mp3	Այդ նկարներից մի քանիսը, նույնիսկ անցել են նյարդաբանության դասագրքեր։	2	1				hy-AM	
f0aba38a8ab8705a40d05d96829ded5738a7eec7a9a182394c2ed288fc1c64553abcb1e0c4c966ffab9e8b76c27616b9f0503f92c42fe11249af36c50d3de5ef	common_voice_hy-AM_26185101.mp3	Բենի խաղը նկատվել է քննադատների կողմից և արժանացել է լավ կարծիքների։	2	1				hy-AM	
f0aba38a8ab8705a40d05d96829ded5738a7eec7a9a182394c2ed288fc1c64553abcb1e0c4c966ffab9e8b76c27616b9f0503f92c42fe11249af36c50d3de5ef	common_voice_hy-AM_26185103.mp3	Նա ինքը նկարագրել է այդ հրավերը հավաքական «մեծ անակնկալ»։	2	0				hy-AM	
f0aba38a8ab8705a40d05d96829ded5738a7eec7a9a182394c2ed288fc1c64553abcb1e0c4c966ffab9e8b76c27616b9f0503f92c42fe11249af36c50d3de5ef	common_voice_hy-AM_26185158.mp3	Սահմանի հակառակ կողմում նույն պատկերն է։	2	1				hy-AM	
f0aba38a8ab8705a40d05d96829ded5738a7eec7a9a182394c2ed288fc1c64553abcb1e0c4c966ffab9e8b76c27616b9f0503f92c42fe11249af36c50d3de5ef	common_voice_hy-AM_26185159.mp3	Այդ պատճառով նրանք փորձում էին անցյալը բերել իրենց ժամանակաշրջանի պատմության մեջ։	2	0				hy-AM	
f0aba38a8ab8705a40d05d96829ded5738a7eec7a9a182394c2ed288fc1c64553abcb1e0c4c966ffab9e8b76c27616b9f0503f92c42fe11249af36c50d3de5ef	common_voice_hy-AM_26185160.mp3	Խումբն ելույթ է ունենալու երգի անգլերեն տարբերակով։	2	0				hy-AM	
