client_id	path	sentence	up_votes	down_votes	age	gender	accents	locale	segment
44892b8e79a6ed3308f463aa2b570ed2306e784445a8bf046085a917e05a5af999574a1c28602df65ce57deb6ee340787a73093f4b7ef6bff524a16bf25e9a96	common_voice_hy-AM_26059219.mp3	Բաժակաթերթիկները ծաղկումից հետո դեպի առաջ են ձգվում։	1	2				hy-AM	
4d17d9bb766f2ec6606ce0a5e32347ed7ceb7ec1be49b1fd59fecbcaaf8d0cff0452a7f89dc116eeaa4c6dff6068af055775525d8b4235e07147fdf148bcec98	common_voice_hy-AM_26059314.mp3	Գեորգենին ծաղկում է առատորեն մինչև վաղ աշնանային ցրտահարությունները։	0	2				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26059945.mp3	Տիլիկումը համարվում է անազատության մեջ պահվող ամենամեծ խոյադելֆինը։	1	2				hy-AM	
6e2740f52f1d6b9685537ac9b5679e4cfd0642b51ec7b51b023d45725f45db79cc2391bb5390a07b0f9bc25f5e34c08f78d3b02638f21c8e28c87ce3cfa5ca35	common_voice_hy-AM_26060514.mp3	Կանացի կլորավուն ձևերն ու զարդապատկերները համարվում են նկարի գլխավոր կոմպոզիցիոն տարրերը։	1	2				hy-AM	
dc11e23736a26a13e99b3110388656d0b3ef970fc5bf9d23391c19b48dbc7612cf2ecdda797cf712dd2b04c00dfe437e91ded117b7dbc8c86dcbf1146af5443a	common_voice_hy-AM_26064210.mp3	Լեհական ուլտրաաջ կազմակերպությունը կոստելների պաշտպանության նպատակով սկսել է ձևավորել ազգային բրիգադներ։	0	2				hy-AM	
dc11e23736a26a13e99b3110388656d0b3ef970fc5bf9d23391c19b48dbc7612cf2ecdda797cf712dd2b04c00dfe437e91ded117b7dbc8c86dcbf1146af5443a	common_voice_hy-AM_26064212.mp3	Արևելյան երթուղին հանդիսանում է երկաթուղային ուղիղ հաղորդակցության միջոց։	0	2				hy-AM	
f0aba38a8ab8705a40d05d96829ded5738a7eec7a9a182394c2ed288fc1c64553abcb1e0c4c966ffab9e8b76c27616b9f0503f92c42fe11249af36c50d3de5ef	common_voice_hy-AM_26099988.mp3	Մարտ է մղում օրվա բոլոր ժամերին, տարվա բոլոր եղանակներին, ամենատարբեր տեղանքում։	0	2	thirties	female		hy-AM	
f0aba38a8ab8705a40d05d96829ded5738a7eec7a9a182394c2ed288fc1c64553abcb1e0c4c966ffab9e8b76c27616b9f0503f92c42fe11249af36c50d3de5ef	common_voice_hy-AM_26100203.mp3	Արտաքնապես ձյունե այծը նման է սովորական ընտանի այծի։	0	2	thirties	female		hy-AM	
f0aba38a8ab8705a40d05d96829ded5738a7eec7a9a182394c2ed288fc1c64553abcb1e0c4c966ffab9e8b76c27616b9f0503f92c42fe11249af36c50d3de5ef	common_voice_hy-AM_26100205.mp3	Այստեղ ճարտարագետը ստուգում է վակուումային խցիկը։	0	2	thirties	female		hy-AM	
8dfd84ecd2e66431841c2d1181ed2e0ef865d54927aad33741421304478d7edb80965657dd227db55805ea3436399fd6b0efc62ceba35de6968a924d7f992838	common_voice_hy-AM_26174667.mp3	Շանկարայի կյանքի թվագրման մի քանի տարբերակներ կան։	0	2				hy-AM	
