client_id	path	sentence	up_votes	down_votes	age	gender	accents	locale	segment
335a7ee8c9aaae8f16e016086e37b829931b6cf2502eef064ac09667089cd27cc26a9f3f6b60242038bfee0f455b179b1c5f7497a341997a3384b0f07c11ed97	common_voice_hy-AM_31107901.mp3	«Ուոտֆորդում» անցկացրած ժամանակ թիմի պաշտպանության հիմնական խաղացողն էր։	2	0				hy-AM
aa352336092cb8e7e5165d5a7e4a885a47f65d6e9027a8b9afad2c47993dbd2e4fdd1802e49678195dacaaa65490eb40183eda36ef77c2a63525b356114077ab	common_voice_hy-AM_31123086.mp3	Այստեղ աճող սոճու անտառի պահպանությունը ազգային պարկի հիմնական խնդիրն է։	2	0				hy-AM
330411ed21c5d9cda96180ac633b4dd10f5b6e50968e83a64f0016c9e15f22445fa8f396ef92b70ff03fc78e36b35b1693af60431b61b50b706aa58a00f80641	common_voice_hy-AM_27135484.mp3	Ալբոմի շատ երգեր դարձան հիթեր։	2	0				hy-AM
330411ed21c5d9cda96180ac633b4dd10f5b6e50968e83a64f0016c9e15f22445fa8f396ef92b70ff03fc78e36b35b1693af60431b61b50b706aa58a00f80641	common_voice_hy-AM_27135487.mp3	Ապստամբել է խալիֆայության դեմ ու գերի ընկել։	2	0				hy-AM
3d09856f3f5d5a5f1927234f0866ce81ee686de808fc62711198b04956bdc4015a68e04f40fa07bf7eec73c4c18d8a25e5298e3f743518d21e0332112b7fbfa0	common_voice_hy-AM_27580569.mp3	Հետագայում կորցրել է իր տեղը թիմի հիմնական կազմում։	2	0	twenties	male		hy-AM
3d09856f3f5d5a5f1927234f0866ce81ee686de808fc62711198b04956bdc4015a68e04f40fa07bf7eec73c4c18d8a25e5298e3f743518d21e0332112b7fbfa0	common_voice_hy-AM_29107083.mp3	Համարվում է անապատային կենդանի։	2	0	twenties	male		hy-AM
c990eca04087163647472062bac9d5bb165701c2c87d3187a0a449f51028a7b64f26cc8b7ae0bd07d7c25f8e0dc64588585942eae00730b2d99dec0bd301aa2b	common_voice_hy-AM_28864410.mp3	Ֆանտանում գործում են՝ միջնակարգ դպրոց, բուժկետ, հեռախոսակայան։	2	0				hy-AM
c990eca04087163647472062bac9d5bb165701c2c87d3187a0a449f51028a7b64f26cc8b7ae0bd07d7c25f8e0dc64588585942eae00730b2d99dec0bd301aa2b	common_voice_hy-AM_28864411.mp3	Ասվածը ճիշտ է, եթե մասնիկների ընդհանուր քանակը մնում է հաստատուն։	2	0				hy-AM
68e8fc86f9c83e2105577567d214643d186d1d0f06e7e59866699bfcb626f1ae1589f4f9be24ddf663bc130a4c5bb728531f369f145a28f87a251b35cd3793ee	common_voice_hy-AM_31545683.mp3	Մայրը կրթություն չի ստացել։	2	0				hy-AM
68e8fc86f9c83e2105577567d214643d186d1d0f06e7e59866699bfcb626f1ae1589f4f9be24ddf663bc130a4c5bb728531f369f145a28f87a251b35cd3793ee	common_voice_hy-AM_31545847.mp3	Նրա սիրելի թեմաներն են ծաղիկները, ամպերը, կանայք ու երեխաները։	2	0				hy-AM
68e8fc86f9c83e2105577567d214643d186d1d0f06e7e59866699bfcb626f1ae1589f4f9be24ddf663bc130a4c5bb728531f369f145a28f87a251b35cd3793ee	common_voice_hy-AM_31545990.mp3	Ունեցել է անգլիական, շոտլանդական, իռլանդական, ֆրանսիական և գերմանական խառը ծագում։	2	0				hy-AM
b83375c41b8ef9ab1b64491b624302b1541b0ba8496ed4e5cb4a751766d7a2cf7430e49e7118eaac98f5ae478d8cdd2b59d18526632297185bbc2e10e2126b18	common_voice_hy-AM_26910468.mp3	Բազմածրագրավորումը ոչ մի երաշխիք չի տալիս, որ ծրագիրը կաշխատի ճիշտ ժամանակին։	2	0				hy-AM	
